Longitude,Latitude
9.073824,48.957776
9.073964,48.957751
9.074109,48.957716
9.074254,48.957688
9.074409,48.957656
9.074506,48.957639
9.074608,48.957621
9.074704,48.957600
9.074838,48.957575
9.074956,48.957550
9.075031,48.957536
9.075139,48.957512
9.075262,48.957491
9.075348,48.957473
9.075461,48.957452
9.075557,48.957434
9.075605,48.957424
9.075627,48.957399
9.075638,48.957378
9.075664,48.957343
9.075718,48.957322
9.075788,48.957311
9.075841,48.957311
9.075868,48.957329
9.075884,48.957346
9.075890,48.957371
9.075895,48.957399
9.075868,48.957438
9.075831,48.957459
9.075788,48.957477
9.075782,48.957505
9.075804,48.957536
9.075823,48.957597
9.075839,48.957646
9.075849,48.957692
9.075866,48.957745
9.075887,48.957812
9.075914,48.957865
9.075946,48.957935
9.075967,48.958006
9.075989,48.958055
9.076016,48.958136
9.076043,48.958196
9.076059,48.958242
9.076080,48.958291
9.076096,48.958337
9.076118,48.958393
9.076128,48.958439
9.076150,48.958487
9.076166,48.958519
9.076204,48.958526
9.076257,48.958536
9.076300,48.958554
9.076316,48.958579
9.076316,48.958607
9.076322,48.958638
9.076300,48.958663
9.076268,48.958674
9.076241,48.958684
9.076225,48.958705
9.076252,48.958762
9.076263,48.958811
9.076284,48.958860
9.076311,48.958906
9.076322,48.958948
9.076343,48.958994
9.076359,48.959047
9.076402,48.959139
9.076418,48.959213
9.076450,48.959280
9.076482,48.959361
9.076520,48.959449
9.076531,48.959515
9.076574,48.959621
9.076611,48.959706
9.076622,48.959741
9.076633,48.959783
9.076702,48.959794
9.076756,48.959801
9.076794,48.959825
9.076810,48.959861
9.076810,48.959896
9.076778,48.959935
9.076724,48.959949
9.076654,48.959956
9.076617,48.959945
9.076552,48.959899
9.076547,48.959882
9.076499,48.959882
9.076418,48.959889
9.076343,48.959896
9.076257,48.959903
9.076171,48.959917
9.076016,48.959931
9.075908,48.959942
9.075758,48.959949
9.075667,48.959959
9.075560,48.959973
9.075490,48.959980
9.075399,48.959991
9.075302,48.960002
9.075211,48.960005
9.075088,48.960019
9.074980,48.960033
9.074846,48.960044
9.074718,48.960061
9.074578,48.960072
9.074514,48.960079
9.074417,48.960086
9.074278,48.960100
9.074176,48.960111
9.074063,48.960118
9.073993,48.960128
9.073940,48.960128
9.073865,48.960135
9.073806,48.960146
9.073747,48.960146
9.073634,48.960157
9.073559,48.960167
9.073478,48.960174
9.073376,48.960185
9.073291,48.960185
9.073178,48.960199
9.073108,48.960202
9.073039,48.960206
9.072937,48.960216
9.072840,48.960230
9.072738,48.960238
9.072631,48.960245
9.072524,48.960255
9.072438,48.960269
9.072336,48.960280
9.072196,48.960290
9.072105,48.960301
9.072014,48.960311
9.071912,48.960326
9.071815,48.960336
9.071714,48.960347
9.071633,48.960357
9.071520,48.960371
9.071392,48.960385
9.071306,48.960389
9.071225,48.960403
9.071199,48.960389
9.071204,48.960375
9.071204,48.960354
9.071182,48.960322
9.071172,48.960280
9.071156,48.960227
9.071134,48.960188
9.071118,48.960146
9.071043,48.960111
9.070979,48.960068
9.070887,48.960023
9.070807,48.959995
9.070721,48.959956
9.070598,48.959899
9.070528,48.959875
9.070447,48.959836
9.070340,48.959790
9.070217,48.959755
9.070104,48.959716
9.069975,48.959678
9.069863,48.959642
9.069772,48.959607
9.069696,48.959589
9.069589,48.959554
9.069498,48.959523
9.069450,48.959494
9.069364,48.959470
9.069310,48.959449
9.069273,48.959434
9.069246,48.959420
9.069241,48.959392
9.069321,48.959343
9.069487,48.959262
9.069568,48.959223
9.069643,48.959181
9.069718,48.959146
9.069809,48.959096
9.069900,48.959054
9.069970,48.959015
9.070056,48.958955
9.070174,48.958906
9.070260,48.958857
9.070346,48.958808
9.070474,48.958737
9.070587,48.958677
9.070694,48.958624
9.070807,48.958561
9.070914,48.958508
9.071016,48.958455
9.071113,48.958417
9.071215,48.958381
9.071338,48.958332
9.071472,48.958279
9.071612,48.958240
9.071762,48.958212
9.071880,48.958177
9.071939,48.958156
9.072046,48.958142
9.072116,48.958121
9.072191,48.958114
9.072277,48.958096
9.072389,48.958064
9.072513,48.958040
9.072625,48.958019
9.072765,48.957983
9.072878,48.957969
9.072996,48.957948
9.073124,48.957916
9.073269,48.957888
9.073403,48.957857
9.073537,48.957842
9.073645,48.957800
9.073773,48.957783
9.073897,48.957758
9.074020,48.957737
9.074181,48.957698
9.074331,48.957673
9.074460,48.957649
9.074557,48.957628
9.074664,48.957606
9.074755,48.957585
9.074895,48.957564
9.075002,48.957543
9.075077,48.957522
9.075195,48.957497
9.075308,48.957483
9.075393,48.957466
9.075522,48.957437
9.075576,48.957423
9.075624,48.957416
9.075630,48.957399
9.075630,48.957381
9.075651,48.957363
9.075683,48.957335
9.075726,48.957328
9.075780,48.957321
9.075833,48.957321
9.075882,48.957339
9.075892,48.957367
9.075892,48.957392
9.075892,48.957423
9.075876,48.957459
9.075844,48.957466
9.075807,48.957480
9.075790,48.957490
9.075785,48.957508
9.075790,48.957518
9.075796,48.957543
9.075807,48.957571
9.075823,48.957610
9.075844,48.957673
9.075860,48.957726
9.075887,48.957779
9.075898,48.957835
9.075925,48.957895
9.075946,48.957959
9.075967,48.958019
9.075994,48.958078
9.075994,48.958107
9.076021,48.958156
9.076048,48.958209
9.076064,48.958258
9.076080,48.958307
9.076096,48.958353
9.076118,48.958406
9.076128,48.958448
9.076150,48.958484
9.076155,48.958508
9.076220,48.958529
9.076279,48.958547
9.076322,48.958586
9.076327,48.958614
9.076322,48.958649
9.076295,48.958674
9.076257,48.958684
9.076230,48.958702
9.076230,48.958727
9.076241,48.958755
9.076268,48.958797
9.076279,48.958843
9.076295,48.958885
9.076316,48.958924
9.076332,48.958973
9.076359,48.959022
9.076375,48.959079
9.076397,48.959135
9.076423,48.959195
9.076440,48.959255
9.076477,48.959332
9.076509,48.959417
9.076541,48.959491
9.076563,48.959575
9.076584,48.959678
9.076627,48.959730
9.076622,48.959773
9.076681,48.959783
9.076745,48.959797
9.076783,48.959825
9.076804,48.959857
9.076810,48.959889
9.076804,48.959917
9.076740,48.959938
9.076670,48.959959
9.076627,48.959959
9.076584,48.959935
9.076574,48.959917
9.076536,48.959885
9.076515,48.959882
9.076434,48.959882
9.076348,48.959896
9.076263,48.959910
9.076214,48.959913
9.076128,48.959917
9.075957,48.959938
9.075828,48.959949
9.075710,48.959956
9.075624,48.959963
9.075522,48.959977
9.075426,48.959987
9.075351,48.960002
9.075265,48.960005
9.075109,48.960026
9.075029,48.960023
9.074905,48.960040
9.074760,48.960058
9.074653,48.960072
9.074530,48.960076
9.074455,48.960090
9.074358,48.960090
9.074229,48.960107
9.074133,48.960114
9.074042,48.960121
9.073886,48.960135
9.073832,48.960142
9.073768,48.960142
9.073709,48.960149
9.073607,48.960164
9.073516,48.960164
9.073435,48.960174
9.073328,48.960181
9.073242,48.960185
9.073140,48.960199
9.073081,48.960206
9.072996,48.960213
9.072894,48.960220
9.072797,48.960230
9.072684,48.960238
9.072583,48.960252
9.072470,48.960262
9.072368,48.960273
9.072282,48.960283
9.072143,48.960297
9.072068,48.960308
9.071960,48.960315
9.071853,48.960333
9.071756,48.960343
9.071681,48.960357
9.071445,48.960371
9.071359,48.960385
9.071274,48.960396
9.071231,48.960396
9.071199,48.960371
9.071199,48.960357
9.071199,48.960333
9.071177,48.960301
9.071172,48.960259
9.071134,48.960206
9.071134,48.960171
9.071086,48.960125
9.071000,48.960090
9.070920,48.960044
9.070844,48.960016
9.070775,48.959973
9.070684,48.959938
9.070625,48.959921
9.070576,48.959885
9.070496,48.959854
9.070388,48.959811
9.070281,48.959780
9.070152,48.959737
9.070051,48.959695
9.069911,48.959663
9.069825,48.959628
9.069729,48.959597
9.069632,48.959561
9.069546,48.959533
9.069471,48.959508
9.069401,48.959484
9.069342,48.959456
9.069300,48.959445
9.069267,48.959431
9.069235,48.959410
9.069262,48.959382
9.069300,48.959361
9.069316,48.959350
9.069326,48.959332
9.069294,48.959318
9.069262,48.959301
9.069219,48.959283
9.069160,48.959262
9.069101,48.959251
9.069026,48.959244
9.068940,48.959241
9.068817,48.959230
9.068693,48.959227
9.068581,48.959220
9.068457,48.959209
9.068296,48.959198
9.068152,48.959188
9.068001,48.959177
9.067867,48.959170
9.067706,48.959160
9.067578,48.959156
9.067460,48.959142
9.067379,48.959135
9.067309,48.959132
9.067250,48.959128
9.067207,48.959121
9.067154,48.959117
9.067127,48.959096
9.067122,48.959051
9.067132,48.958991
9.067148,48.958934
9.067164,48.958881
9.067191,48.958815
9.067213,48.958755
9.067229,48.958684
9.067277,48.958593
9.067299,48.958515
9.067320,48.958434
9.067336,48.958353
9.067358,48.958279
9.067384,48.958202
9.067406,48.958124
9.067417,48.958082
9.067427,48.958022
9.067443,48.957966
9.067460,48.957902
9.067470,48.957864
9.067486,48.957811
9.067465,48.957790
9.067438,48.957765
9.067401,48.957712
9.067368,48.957666
9.067347,48.957624
9.067309,48.957571
9.067277,48.957529
9.067256,48.957487
9.067240,48.957451
9.067261,48.957444
9.067293,48.957444
9.067352,48.957434
9.067411,48.957430
9.067449,48.957427
9.067454,48.957459
